invoice,sku_code,description,qty,invoice_date,unit_price,customer_id,country,return_value,transaction_type,revenue_amount,customer_status
C548015,82583,Hot Baths Metal Sign,-30,2011-05-24,1.69,13802,United Kingdom,50.7,Return,-50.70,Registered
C548155,22781,Gumball Magazine Rack,-6,2011-05-24,7.65,15906,United Kingdom,45.9,Return,-45.90,Registered
C548174,22725,Alarm Clock Bakelike Chocolate,-1,2011-05-24,3.75,13662,United Kingdom,3.75,Return,-3.75,Registered
C548187,22423,Regency Cakestand 3 Tier,-1,2011-05-24,12.75,17511,United Kingdom,12.75,Return,-12.75,Registered
C548187,47590B,Pink Happy Birthday Bunting,-1,2011-05-24,5.45,17511,United Kingdom,5.45,Return,-5.45,Registered
C548187,21232,Strawberry Ceramic Trinket Box,-1,2011-05-24,1.25,17511,United Kingdom,1.25,Return,-1.25,Registered
C548193,22383,Lunch Bag Suki Design ,-1,2011-05-24,1.65,14680,United Kingdom,1.65,Return,-1.65,Registered
C548193,20728,Lunch Bag Cars Blue,-1,2011-05-24,1.65,14680,United Kingdom,1.65,Return,-1.65,Registered
C548193,20726,Lunch Bag Woodland,-2,2011-05-24,1.65,14680,United Kingdom,3.3,Return,-3.30,Registered
C548193,20725,Lunch Bag Red Retrospot,-3,2011-05-24,1.45,14680,United Kingdom,4.35,Return,-4.35,Registered
C548193,84997A,Childrens Cutlery Polkadot Green ,-1,2011-05-24,3.75,14680,United Kingdom,3.75,Return,-3.75,Registered
C548193,21731,Red Toadstool Led Night Light,-2,2011-05-24,1.65,14680,United Kingdom,3.3,Return,-3.30,Registered
C548193,22628,Picnic Boxes Set Of 3 Retrospot ,-1,2011-05-24,4.95,14680,United Kingdom,4.95,Return,-4.95,Registered
C548307,21714,Citronella Candle Garden Pot,-6,2011-05-25,1.25,17314,United Kingdom,7.5,Return,-7.50,Registered
C548341,21621,Vintage Union Jack Bunting,-4,2011-05-25,8.50,13089,United Kingdom,34,Return,-34.00,Registered
C548350,21621,Vintage Union Jack Bunting,-6,2011-05-25,8.50,15648,United Kingdom,51,Return,-51.00,Registered
C548352,22179,Set 10 Lights Night Owl,-1,2011-05-25,6.75,12921,United Kingdom,6.75,Return,-6.75,Registered
C548355,22748,Poppy'S Playhouse Kitchen,-6,2011-05-25,2.10,12921,United Kingdom,12.6,Return,-12.60,Registered
C548355,22698,Pink Regency Teacup And Saucer,-6,2011-05-25,2.95,12921,United Kingdom,17.7,Return,-17.70,Registered
C548355,22697,Green Regency Teacup And Saucer,-6,2011-05-25,2.95,12921,United Kingdom,17.7,Return,-17.70,Registered
C548355,22561,Wooden School Colouring Set,-12,2011-05-25,1.65,12921,United Kingdom,19.8,Return,-19.80,Registered
C548355,22423,Regency Cakestand 3 Tier,-1,2011-05-25,12.75,12921,United Kingdom,12.75,Return,-12.75,Registered
C548356,22467,Gumball Coat Rack,-9,2011-05-25,2.55,12472,Germany,22.95,Return,-22.95,Registered
C548356,22423,Regency Cakestand 3 Tier,-1,2011-05-25,12.75,12472,Germany,12.75,Return,-12.75,Registered
C548356,22326,Round Snack Boxes Set Of4 Woodland ,-1,2011-05-25,2.95,12472,Germany,2.95,Return,-2.95,Registered
C548356,22444,Grow Your Own Plant In A Can ,-3,2011-05-25,1.25,12472,Germany,3.75,Return,-3.75,Registered
C548356,21731,Red Toadstool Led Night Light,-2,2011-05-25,1.65,12472,Germany,3.3,Return,-3.30,Registered
C548356,21559,Strawberry Lunch Box With Cutlery,-3,2011-05-25,2.55,12472,Germany,7.65,Return,-7.65,Registered
C548356,21383,Pack Of 12 Sticky Bunnies,-2,2011-05-25,0.65,12472,Germany,1.3,Return,-1.30,Registered
C548357,22423,Regency Cakestand 3 Tier,-1,2011-05-25,10.95,15785,United Kingdom,10.95,Return,-10.95,Registered
C548360,22356,Charlotte Bag Pink Polkadot,-1,2011-05-25,0.85,13534,United Kingdom,0.85,Return,-0.85,Registered
C548360,21929,Jumbo Bag Pink Vintage Paisley,-1,2011-05-25,2.08,13534,United Kingdom,2.08,Return,-2.08,Registered
C548362,22355,Charlotte Bag Suki Design,-10,2011-05-25,0.85,13268,United Kingdom,8.5,Return,-8.50,Registered
C548374,84969,Box Of 6 Assorted Colour Teaspoons,-1,2011-05-26,4.25,13047,United Kingdom,4.25,Return,-4.25,Registered
C548374,21658,Glass  Beurre Dish,-2,2011-05-26,3.95,13047,United Kingdom,7.9,Return,-7.90,Registered
C548374,22969,Homemade Jam Scented Candles,-2,2011-05-26,1.45,13047,United Kingdom,2.9,Return,-2.90,Registered
C548375,22626,Black Kitchen Scales,-4,2011-05-26,8.50,14256,United Kingdom,34,Return,-34.00,Registered
C548387,22849,Bread Bin Diner Style Mint,-2,2011-05-26,16.95,14794,United Kingdom,33.9,Return,-33.90,Registered
C548389,22423,Regency Cakestand 3 Tier,-1,2011-05-26,12.75,16713,United Kingdom,12.75,Return,-12.75,Registered
C548389,22442,Grow Your Own Flowers Set Of 3,-2,2011-05-26,7.95,16713,United Kingdom,15.9,Return,-15.90,Registered
C548391,22698,Pink Regency Teacup And Saucer,-1,2011-05-26,2.95,13488,United Kingdom,2.95,Return,-2.95,Registered
C548392,21277,French Style Embossed Heart Cabinet,-1,2011-05-26,21.95,18075,United Kingdom,21.95,Return,-21.95,Registered
C548453,22892,Set Of Salt And Pepper Toadstools,-6,2011-05-26,1.25,17428,United Kingdom,7.5,Return,-7.50,Registered
C548460,22426,Enamel Wash Bowl Cream,-4,2011-05-26,3.75,16801,United Kingdom,15,Return,-15.00,Registered
C548460,22425,Enamel Colander Cream,-3,2011-05-26,4.95,16801,United Kingdom,14.85,Return,-14.85,Registered
C548460,22413,Metal Sign Take It Or Leave It ,-6,2011-05-26,2.95,16801,United Kingdom,17.7,Return,-17.70,Registered
C548460,22366,Doormat Airmail ,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,22365,Doormat Respectable House,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,22193,Red Diner Wall Clock,-2,2011-05-26,8.50,16801,United Kingdom,17,Return,-17.00,Registered
C548460,22192,Blue Diner Wall Clock,-2,2011-05-26,8.50,16801,United Kingdom,17,Return,-17.00,Registered
C548460,22191,Ivory Diner Wall Clock,-2,2011-05-26,8.50,16801,United Kingdom,17,Return,-17.00,Registered
C548460,21908,Chocolate This Way Metal Sign,-12,2011-05-26,2.10,16801,United Kingdom,25.2,Return,-25.20,Registered
C548460,21903,Man Flu Metal Sign,-12,2011-05-26,2.10,16801,United Kingdom,25.2,Return,-25.20,Registered
C548460,21877,Home Sweet Home Mug,-12,2011-05-26,1.25,16801,United Kingdom,15,Return,-15.00,Registered
C548460,21873,If You Can'T Stand The Heat Mug,-12,2011-05-26,1.25,16801,United Kingdom,15,Return,-15.00,Registered
C548460,21868,Potting Shed Tea Mug,-12,2011-05-26,1.25,16801,United Kingdom,15,Return,-15.00,Registered
C548460,21745,Gaolers Keys Decorative Garden ,-4,2011-05-26,3.75,16801,United Kingdom,15,Return,-15.00,Registered
C548460,21622,Vintage Union Jack Cushion Cover,-4,2011-05-26,4.95,16801,United Kingdom,19.8,Return,-19.80,Registered
C548460,21523,Doormat Fancy Font Home Sweet Home,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,48194,Doormat Hearts,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,48188,Doormat Welcome Puppies,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,48187,Doormat New England,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,48185,Doormat Fairy Cake,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,48184,Doormat English Rose ,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,48138,Doormat Union Flag,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,48129,Doormat Topiary,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,48111,Doormat 3 Smiley Cats,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,22990,Cotton Apron Pantry Design,-2,2011-05-26,4.95,16801,United Kingdom,9.9,Return,-9.90,Registered
C548460,22980,Pantry Scrubbing Brush,-12,2011-05-26,1.65,16801,United Kingdom,19.8,Return,-19.80,Registered
C548460,22979,Pantry Washing Up Brush,-12,2011-05-26,1.45,16801,United Kingdom,17.4,Return,-17.40,Registered
C548460,22960,Jam Making Set With Jars,-6,2011-05-26,4.25,16801,United Kingdom,25.5,Return,-25.50,Registered
C548460,22846,Bread Bin Diner Style Red ,-1,2011-05-26,16.95,16801,United Kingdom,16.95,Return,-16.95,Registered
C548460,22842,Biscuit Tin Vintage Red,-2,2011-05-26,6.75,16801,United Kingdom,13.5,Return,-13.50,Registered
C548460,22840,Round Cake Tin Vintage Red,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,22760,"Tray, Breakfast In Bed",-1,2011-05-26,12.75,16801,United Kingdom,12.75,Return,-12.75,Registered
C548460,22722,Set Of 6 Spice Tins Pantry Design,-4,2011-05-26,3.95,16801,United Kingdom,15.8,Return,-15.80,Registered
C548460,22720,Set Of 3 Cake Tins Pantry Design ,-3,2011-05-26,4.95,16801,United Kingdom,14.85,Return,-14.85,Registered
C548460,22692,Doormat Welcome To Our Home,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,22691,Doormat Welcome Sunrise,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,22690,Doormat Home Sweet Home Blue ,-2,2011-05-26,7.95,16801,United Kingdom,15.9,Return,-15.90,Registered
C548460,22626,Black Kitchen Scales,-2,2011-05-26,8.50,16801,United Kingdom,17,Return,-17.00,Registered
C548460,22625,Red Kitchen Scales,-2,2011-05-26,8.50,16801,United Kingdom,17,Return,-17.00,Registered
C548460,22624,Ivory Kitchen Scales,-2,2011-05-26,8.50,16801,United Kingdom,17,Return,-17.00,Registered
C548460,22457,Natural Slate Heart Chalkboard ,-6,2011-05-26,2.95,16801,United Kingdom,17.7,Return,-17.70,Registered
C548460,22456,Natural Slate Chalkboard Large ,-3,2011-05-26,4.95,16801,United Kingdom,14.85,Return,-14.85,Registered
C548460,22430,Enamel Watering Can Cream,-4,2011-05-26,4.95,16801,United Kingdom,19.8,Return,-19.80,Registered
C548460,22429,Enamel Measuring Jug Cream,-4,2011-05-26,4.25,16801,United Kingdom,17,Return,-17.00,Registered
C548460,22427,Enamel Flower Jug Cream,-3,2011-05-26,5.95,16801,United Kingdom,17.85,Return,-17.85,Registered
C548463,82483,Wood 2 Drawer Cabinet White Finish,-18,2011-05-26,5.95,13225,United Kingdom,107.1,Return,-107.10,Registered
C548463,82483,Wood 2 Drawer Cabinet White Finish,-46,2011-05-26,5.95,13225,United Kingdom,273.7,Return,-273.70,Registered
C548464,22846,Bread Bin Diner Style Red ,-3,2011-05-26,14.95,13043,United Kingdom,44.85,Return,-44.85,Registered
C548465,22776,Sweetheart Cakestand 3 Tier,-23,2011-05-26,8.50,17526,United Kingdom,195.5,Return,-195.50,Registered
C548467,22617,Baking Set Spaceboy Design,-2,2011-05-26,4.95,16619,United Kingdom,9.9,Return,-9.90,Registered
C548467,22502,Picnic Basket Wicker Small,-2,2011-05-26,5.95,16619,United Kingdom,11.9,Return,-11.90,Registered
C548469,22624,Ivory Kitchen Scales,-4,2011-05-26,7.65,14543,United Kingdom,30.6,Return,-30.60,Registered
C548469,21528,Dairy Maid Traditional Teapot ,-2,2011-05-26,5.95,14543,United Kingdom,11.9,Return,-11.90,Registered
C548469,21534,Dairy Maid Large Milk Jug,-1,2011-05-26,4.95,14543,United Kingdom,4.95,Return,-4.95,Registered
C548469,21781,Ma Campagne Cutlery Box,-7,2011-05-26,12.75,14543,United Kingdom,89.25,Return,-89.25,Registered
C548469,21843,Red Retrospot Cake Stand,-1,2011-05-26,9.95,14543,United Kingdom,9.95,Return,-9.95,Registered
C548469,21258,Victorian Sewing Box Large,-4,2011-05-26,12.75,14543,United Kingdom,51,Return,-51.00,Registered
C548469,22207,Frying Pan Union Flag,-1,2011-05-26,4.25,14543,United Kingdom,4.25,Return,-4.25,Registered
C548469,22625,Red Kitchen Scales,-2,2011-05-26,7.65,14543,United Kingdom,15.3,Return,-15.30,Registered
C548469,22627,Mint Kitchen Scales,-1,2011-05-26,0.76,14543,United Kingdom,0.76,Return,-0.76,Registered
C548469,22624,Ivory Kitchen Scales,-4,2011-05-26,7.65,14543,United Kingdom,30.6,Return,-30.60,Registered
C548471,22776,Sweetheart Cakestand 3 Tier,-1,2011-05-26,9.95,14267,United Kingdom,9.95,Return,-9.95,Registered
C548485,22699,Roses Regency Teacup And Saucer ,-1,2011-05-26,2.95,14051,United Kingdom,2.95,Return,-2.95,Registered
C548485,22698,Pink Regency Teacup And Saucer,-2,2011-05-26,2.95,14051,United Kingdom,5.9,Return,-5.90,Registered
C548487,22798,Antique Glass Dressing Table Pot,-1,2011-05-26,2.95,14952,United Kingdom,2.95,Return,-2.95,Registered
C548487,22667,Recipe Box Retrospot ,-1,2011-05-26,2.95,14952,United Kingdom,2.95,Return,-2.95,Registered
C548487,22637,Piggy Bank Retrospot ,-8,2011-05-26,2.55,14952,United Kingdom,20.4,Return,-20.40,Registered
C548488,22891,Tea For One Polkadot,-1,2011-05-26,4.25,16638,United Kingdom,4.25,Return,-4.25,Registered
C548495,21528,Dairy Maid Traditional Teapot ,-1,2011-05-26,6.95,17075,United Kingdom,6.95,Return,-6.95,Registered
C548495,21527,Red Retrospot Traditional Teapot ,-1,2011-05-26,7.95,17075,United Kingdom,7.95,Return,-7.95,Registered
C548495,71038,White Hanging Beads Candle Holder,-1,2011-05-26,5.45,17075,United Kingdom,5.45,Return,-5.45,Registered
C548503,22072,Red Retrospot Tea Cup And Saucer ,-1,2011-05-27,3.75,14410,United Kingdom,3.75,Return,-3.75,Registered
C548503,21539,Red Retrospot Butter Dish,-1,2011-05-27,4.95,14410,United Kingdom,4.95,Return,-4.95,Registered
C548503,22070,Small Red Retrospot Mug In Box ,-1,2011-05-27,3.75,14410,United Kingdom,3.75,Return,-3.75,Registered
C548503,22071,Small White Retrospot Mug In Box ,-2,2011-05-27,3.75,14410,United Kingdom,7.5,Return,-7.50,Registered
C548503,22649,Strawberry Fairy Cake Teapot,-2,2011-05-27,4.95,14410,United Kingdom,9.9,Return,-9.90,Registered
C548508,23176,Abc Treasure Book Box ,-1,2011-05-27,2.25,14189,United Kingdom,2.25,Return,-2.25,Registered
C548513,85123A,White Hanging Heart T-Light Holder,-8,2011-05-27,2.55,13777,United Kingdom,20.4,Return,-20.40,Registered
C548532,84406B,Cream Cupid Hearts Coat Hanger,-24,2011-05-27,4.15,14031,United Kingdom,99.6,Return,-99.60,Registered
C548532,22423,Regency Cakestand 3 Tier,-48,2011-05-27,10.95,14031,United Kingdom,525.6,Return,-525.60,Registered
C548532,82482,Wooden Picture Frame White Finish,-24,2011-05-27,2.55,14031,United Kingdom,61.2,Return,-61.20,Registered
C548532,82494L,Wooden Frame Antique White ,-96,2011-05-27,2.55,14031,United Kingdom,244.8,Return,-244.80,Registered
C548532,21843,Red Retrospot Cake Stand,-24,2011-05-27,9.95,14031,United Kingdom,238.8,Return,-238.80,Registered
C548543,84949,Silver Hanging T-Light Holder,-2,2011-05-27,1.65,14525,United Kingdom,3.3,Return,-3.30,Registered
C548564,20750,Red Retrospot Mini Cases,-1,2011-05-29,7.95,12616,France,7.95,Return,-7.95,Registered
C548573,22762,Cupboard 3 Drawer Ma Campagne,-8,2011-05-29,12.75,15045,United Kingdom,102,Return,-102.00,Registered
C548576,84632,Decorative Hanging Shelving Unit,-1,2011-05-29,59.95,15696,United Kingdom,59.95,Return,-59.95,Registered
C548576,22487,White Wood Garden Plant Ladder,-1,2011-05-29,9.95,15696,United Kingdom,9.95,Return,-9.95,Registered
C548576,84969,Box Of 6 Assorted Colour Teaspoons,-1,2011-05-29,4.25,15696,United Kingdom,4.25,Return,-4.25,Registered
C548577,21154,Red Retrospot Oven Glove ,-200,2011-05-29,1.06,13694,United Kingdom,212,Return,-212.00,Registered
C548577,21873,If You Can'T Stand The Heat Mug,-72,2011-05-29,1.06,13694,United Kingdom,76.32,Return,-76.32,Registered
C548577,22659,Lunch Box I Love London,-64,2011-05-29,1.65,13694,United Kingdom,105.6,Return,-105.60,Registered
C548577,21155,Red Retrospot Peg Bag,-200,2011-05-29,2.10,13694,United Kingdom,420,Return,-420.00,Registered
C548577,21210,Set Of 72 Retrospot Paper  Doilies,-96,2011-05-29,1.25,13694,United Kingdom,120,Return,-120.00,Registered
C548605,22453,Measuring Tape Babushka Blue,-1,2011-05-29,2.95,,United Kingdom,2.95,Return,-2.95,Guest/Unknown
C548607,22637,Piggy Bank Retrospot ,-1,2011-05-29,2.55,16700,United Kingdom,2.55,Return,-2.55,Registered
C548609,21277,French Style Embossed Heart Cabinet,-1,2011-05-29,21.95,15589,United Kingdom,21.95,Return,-21.95,Registered
C548625,21463,Mirrored Disco Ball ,-2,2011-05-29,5.95,13078,United Kingdom,11.9,Return,-11.90,Registered
C548626,22193,Red Diner Wall Clock,-1,2011-05-29,8.50,15622,United Kingdom,8.5,Return,-8.50,Registered
C548628,21820,Glitter Heart Garland With Bells ,-6,2011-05-29,3.75,13184,United Kingdom,22.5,Return,-22.50,Registered
C548647,37449,Ceramic Cake Stand + Hanging Cakes,-3,2011-05-29,9.95,12888,United Kingdom,29.85,Return,-29.85,Registered
C548667,22231,Jigsaw Tree With Birdhouse,-15,2011-05-31,1.45,12781,Czech Republic,21.75,Return,-21.75,Registered
C548667,84459A,Pink Metal Chicken Heart ,-24,2011-05-31,1.49,12781,Czech Republic,35.76,Return,-35.76,Registered
C548695,82483,Wood 2 Drawer Cabinet White Finish,-1,2011-05-31,6.95,17243,United Kingdom,6.95,Return,-6.95,Registered
C548695,82486,Wood S/3 Cabinet Ant White Finish,-1,2011-05-31,8.95,17243,United Kingdom,8.95,Return,-8.95,Registered
C548695,37449,Ceramic Cake Stand + Hanging Cakes,-1,2011-05-31,9.95,17243,United Kingdom,9.95,Return,-9.95,Registered
C548713,22181,Snowstorm Photo Frame Fridge Magnet,-3,2011-05-31,0.85,17337,United Kingdom,2.55,Return,-2.55,Registered
C548713,22087,Paper Bunting White Lace,-12,2011-05-31,2.95,17337,United Kingdom,35.4,Return,-35.40,Registered
C548713,21877,Home Sweet Home Mug,-1,2011-05-31,1.25,17337,United Kingdom,1.25,Return,-1.25,Registered
C548717,22418,10 Colour Spaceboy Pen,-24,2011-05-31,0.85,16297,United Kingdom,20.4,Return,-20.40,Registered
C548721,21714,Citronella Candle Garden Pot,-4,2011-05-31,1.25,12957,United Kingdom,5,Return,-5.00,Registered
C548721,21713,Citronella Candle Flowerpot,-2,2011-05-31,2.10,12957,United Kingdom,4.2,Return,-4.20,Registered
C548722,22960,Jam Making Set With Jars,-2,2011-05-31,4.25,13481,United Kingdom,8.5,Return,-8.50,Registered
C548723,72741,Grand Chocolatecandle,-3,2011-05-31,1.45,15874,United Kingdom,4.35,Return,-4.35,Registered
C548723,20830,Silver Photo Frame,-1,2011-05-31,2.10,15874,United Kingdom,2.1,Return,-2.10,Registered
C548723,84755,Colour Glass T-Light Holder Hanging,-1,2011-05-31,0.65,15874,United Kingdom,0.65,Return,-0.65,Registered
C548723,82482,Wooden Picture Frame White Finish,-1,2011-05-31,2.55,15874,United Kingdom,2.55,Return,-2.55,Registered
C548723,85063,Cream Sweetheart Magazine Rack,-1,2011-05-31,16.95,15874,United Kingdom,16.95,Return,-16.95,Registered
C548724,22690,Doormat Home Sweet Home Blue ,-2,2011-05-31,7.95,15632,United Kingdom,15.9,Return,-15.90,Registered
C548727,22325,Mobile Vintage Hearts ,-2,2011-05-31,4.95,17725,United Kingdom,9.9,Return,-9.90,Registered
C548727,85159A,"Black Tea,Coffee,Sugar Jars",-2,2011-05-31,1.95,17725,United Kingdom,3.9,Return,-3.90,Registered
C548729,22232,Jigsaw Toadstools 3 Piece,-8,2011-06-13,1.65,12434,Australia,13.2,Return,-13.20,Registered
C548731,22328,Round Snack Boxes Set Of 4 Fruits ,-624,2011-06-13,2.55,12755,Japan,1591.2,Return,-1591.20,Registered
C548738,22302,Coffee Mug Pears  Design,-6,2011-06-13,2.55,14711,United Kingdom,15.3,Return,-15.30,Registered
C548738,22303,Coffee Mug Apples Design,-6,2011-06-13,2.55,14711,United Kingdom,15.3,Return,-15.30,Registered
C548748,84755,Colour Glass T-Light Holder Hanging,-16,2011-06-13,0.65,15223,United Kingdom,10.4,Return,-10.40,Registered
C548748,22960,Jam Making Set With Jars,-6,2011-06-13,4.25,15223,United Kingdom,25.5,Return,-25.50,Registered
C548748,22722,Set Of 6 Spice Tins Pantry Design,-4,2011-06-13,3.95,15223,United Kingdom,15.8,Return,-15.80,Registered
C548748,22666,Recipe Box Pantry Yellow Design,-6,2011-06-13,2.95,15223,United Kingdom,17.7,Return,-17.70,Registered
C548748,22654,Deluxe Sewing Kit ,-6,2011-06-13,5.95,15223,United Kingdom,35.7,Return,-35.70,Registered
C548748,22423,Regency Cakestand 3 Tier,-8,2011-06-13,12.75,15223,United Kingdom,102,Return,-102.00,Registered
C548748,22178,Victorian Glass Hanging T-Light,-12,2011-06-13,1.25,15223,United Kingdom,15,Return,-15.00,Registered
C548748,22149,Feltcraft 6 Flower Friends,-6,2011-06-13,2.10,15223,United Kingdom,12.6,Return,-12.60,Registered
C548748,21937,Strawberry   Picnic Bag,-5,2011-06-13,2.95,15223,United Kingdom,14.75,Return,-14.75,Registered
C548748,21931,Jumbo Storage Bag Suki,-10,2011-06-13,2.08,15223,United Kingdom,20.8,Return,-20.80,Registered
C548748,21212,Pack Of 72 Retrospot Cake Cases,-24,2011-06-13,0.55,15223,United Kingdom,13.2,Return,-13.20,Registered
C548748,21172,Party Metal Sign ,-12,2011-06-13,1.45,15223,United Kingdom,17.4,Return,-17.40,Registered
C548851,82483,Wood 2 Drawer Cabinet White Finish,-1,2011-06-13,5.95,15311,United Kingdom,5.95,Return,-5.95,Registered
C548851,21313,Glass Heart T-Light Holder ,-1,2011-06-13,0.64,15311,United Kingdom,0.64,Return,-0.64,Registered
C548851,21314,Small Glass Heart Trinket Pot,-10,2011-06-13,1.85,15311,United Kingdom,18.5,Return,-18.50,Registered
C548857,82483,Wood 2 Drawer Cabinet White Finish,-1,2011-06-13,5.95,15311,United Kingdom,5.95,Return,-5.95,Registered
C548857,21314,Small Glass Heart Trinket Pot,-10,2011-06-13,1.85,15311,United Kingdom,18.5,Return,-18.50,Registered
C548857,21313,Glass Heart T-Light Holder ,-1,2011-06-13,0.64,15311,United Kingdom,0.64,Return,-0.64,Registered
C548866,20681,Pink Polkadot Childrens Umbrella,-1,2011-06-13,3.25,14606,United Kingdom,3.25,Return,-3.25,Registered
C548866,22311,Office Mug Warmer Black+Silver ,-1,2011-06-13,2.95,14606,United Kingdom,2.95,Return,-2.95,Registered
C548891,22727,Alarm Clock Bakelike Red ,-1,2011-06-13,3.75,13418,United Kingdom,3.75,Return,-3.75,Registered
C548906,85131A,Beaded Pearl Heart White On Stick,-6,2011-06-14,1.25,13636,United Kingdom,7.5,Return,-7.50,Registered
C548908,72807A,Set/3 Rose Candle In Jewelled Box,-1,2011-06-14,4.25,18108,United Kingdom,4.25,Return,-4.25,Registered
C548908,21314,Small Glass Heart Trinket Pot,-1,2011-06-14,2.10,18108,United Kingdom,2.1,Return,-2.10,Registered
C548915,22993,Set Of 4 Pantry Jelly Moulds,-12,2011-06-14,1.25,12668,Germany,15,Return,-15.00,Registered
C548915,22329,Round Container Set Of 5 Retrospot,-12,2011-06-14,1.65,12668,Germany,19.8,Return,-19.80,Registered
C548941,85178,Victorian Sewing Kit,-48,2011-06-14,1.25,15061,United Kingdom,60,Return,-60.00,Registered
C548947,22152,Place Setting White Star,-1,2011-06-14,0.42,14546,United Kingdom,0.42,Return,-0.42,Registered
C548947,21143,Antique Glass Heart Decoration ,-1,2011-06-14,1.95,14546,United Kingdom,1.95,Return,-1.95,Registered
C548947,21314,Small Glass Heart Trinket Pot,-1,2011-06-14,2.10,14546,United Kingdom,2.1,Return,-2.10,Registered
C548947,22158,3 Hearts Hanging Decoration Rustic,-1,2011-06-14,2.95,14546,United Kingdom,2.95,Return,-2.95,Registered
C548947,22180,Retrospot Lamp,-1,2011-06-14,9.95,14546,United Kingdom,9.95,Return,-9.95,Registered
C548972,85123A,White Hanging Heart T-Light Holder,-6,2011-06-14,2.95,15674,United Kingdom,17.7,Return,-17.70,Registered
C548972,84832,Zinc Willie Winkie  Candle Stick,-12,2011-06-14,0.85,15674,United Kingdom,10.2,Return,-10.20,Registered
C548972,84817,Danish Rose Decorative Plate,-6,2011-06-14,2.10,15674,United Kingdom,12.6,Return,-12.60,Registered
C548972,84279P,Cherry Blossom  Decorative Flask,-4,2011-06-14,3.75,15674,United Kingdom,15,Return,-15.00,Registered
C548972,84279B,Cherry Blossom Decorative Flask,-4,2011-06-14,3.75,15674,United Kingdom,15,Return,-15.00,Registered
C548972,84077,World War 2 Gliders Asstd Designs,-48,2011-06-14,0.29,15674,United Kingdom,13.92,Return,-13.92,Registered
C548972,47566,Party Bunting,-8,2011-06-14,4.95,15674,United Kingdom,39.6,Return,-39.60,Registered
C548972,22784,Lantern Cream Gazebo ,-3,2011-06-14,4.95,15674,United Kingdom,14.85,Return,-14.85,Registered
C548972,22698,Pink Regency Teacup And Saucer,-6,2011-06-14,2.95,15674,United Kingdom,17.7,Return,-17.70,Registered
C548972,22502,Picnic Basket Wicker Small,-4,2011-06-14,5.95,15674,United Kingdom,23.8,Return,-23.80,Registered
C548972,22457,Natural Slate Heart Chalkboard ,-6,2011-06-14,2.95,15674,United Kingdom,17.7,Return,-17.70,Registered
C548972,22423,Regency Cakestand 3 Tier,-3,2011-06-14,12.75,15674,United Kingdom,38.25,Return,-38.25,Registered
C548972,22386,Jumbo Bag Pink Polkadot,-10,2011-06-14,1.95,15674,United Kingdom,19.5,Return,-19.50,Registered
C548972,22385,Jumbo Bag Spaceboy Design,-10,2011-06-14,1.95,15674,United Kingdom,19.5,Return,-19.50,Registered
C548972,22197,Small Popcorn Holder,-12,2011-06-14,0.85,15674,United Kingdom,10.2,Return,-10.20,Registered
C548972,21977,Pack Of 60 Pink Paisley Cake Cases,-24,2011-06-14,0.55,15674,United Kingdom,13.2,Return,-13.20,Registered
C548972,21974,Set Of 36 Paisley Flower Doilies,-12,2011-06-14,1.45,15674,United Kingdom,17.4,Return,-17.40,Registered
C548972,21929,Jumbo Bag Pink Vintage Paisley,-10,2011-06-14,1.95,15674,United Kingdom,19.5,Return,-19.50,Registered
C548972,21928,Jumbo Bag Scandinavian Blue Paisley,-10,2011-06-14,1.95,15674,United Kingdom,19.5,Return,-19.50,Registered
C548976,84766,Silver Rococo Candle Stick,-2,2011-06-14,5.95,17725,United Kingdom,11.9,Return,-11.90,Registered
C548976,85159B,"White Tea,Coffee,Sugar Jars",-7,2011-06-14,1.95,17725,United Kingdom,13.65,Return,-13.65,Registered
C548976,85159A,"Black Tea,Coffee,Sugar Jars",-7,2011-06-14,1.95,17725,United Kingdom,13.65,Return,-13.65,Registered
C548982,84816,Danish Rose Bedside Cabinet,-1,2011-06-14,39.95,15018,United Kingdom,39.95,Return,-39.95,Registered
C548995,21155,Red Retrospot Peg Bag,-1,2011-06-14,2.55,17841,United Kingdom,2.55,Return,-2.55,Registered
