invoice,shipping_code,shipping_type,qty,invoice_date,unit_price,customer_id,country,shipping_direction,transaction_type,revenue_amount,customer_status
544886,POST,Postage,1,2011-03-29,40.00,12582.00,Finland,Charge,Positive,40.00,Registered
544928,DOT,Dotcom Postage,1,2011-03-29,189.91,,United Kingdom,Charge,Positive,189.91,Guest/Unknown
544933,POST,Postage,6,2011-03-29,18.00,12633.00,Germany,Charge,Positive,108.00,Registered
544934,C2,Carriage,1,2011-03-29,50.00,13345.00,United Kingdom,Charge,Positive,50.00,Registered
544996,POST,Postage,2,2011-03-29,18.00,12474.00,Germany,Charge,Positive,36.00,Registered
545017,POST,Postage,1,2011-03-29,15.00,12361.00,Belgium,Charge,Positive,15.00,Registered
545024,DOT,Dotcom Postage,1,2011-03-29,79.67,,United Kingdom,Charge,Positive,79.67,Guest/Unknown
545025,DOT,Dotcom Postage,1,2011-03-29,137.96,,United Kingdom,Charge,Positive,137.96,Guest/Unknown
545034,POST,Postage,1,2011-03-30,40.00,13493.00,Switzerland,Charge,Positive,40.00,Registered
545051,POST,Postage,1,2011-03-30,18.00,12599.00,France,Charge,Positive,18.00,Registered
545078,DOT,Dotcom Postage,1,2011-03-30,147.49,,United Kingdom,Charge,Positive,147.49,Guest/Unknown
545084,POST,Postage,2,2011-03-30,40.00,12458.00,Switzerland,Charge,Positive,80.00,Registered
545086,POST,Postage,1,2011-03-30,18.00,12678.00,France,Charge,Positive,18.00,Registered
545105,POST,Postage,6,2011-03-30,18.00,12598.00,France,Charge,Positive,108.00,Registered
545140,POST,Postage,2,2011-03-30,15.00,12464.00,Belgium,Charge,Positive,30.00,Registered
545180,POST,Postage,1,2011-03-31,18.00,12728.00,France,Charge,Positive,18.00,Registered
545181,POST,Postage,1,2011-03-31,18.00,12509.00,France,Charge,Positive,18.00,Registered
545191,POST,Postage,1,2011-03-31,28.00,12811.00,Portugal,Charge,Positive,28.00,Registered
545215,DOT,Dotcom Postage,1,2011-03-31,265.19,,United Kingdom,Charge,Positive,265.19,Guest/Unknown
545216,DOT,Dotcom Postage,1,2011-03-31,157.08,,United Kingdom,Charge,Positive,157.08,Guest/Unknown
545217,DOT,Dotcom Postage,1,2011-03-31,172.62,,United Kingdom,Charge,Positive,172.62,Guest/Unknown
545235,POST,Postage,2,2011-03-31,18.00,12683.00,France,Charge,Positive,36.00,Registered
545301,POST,Postage,4,2011-03-31,18.00,12679.00,France,Charge,Positive,72.00,Registered
545314,POST,Postage,4,2011-04-13,15.00,12866.00,Belgium,Charge,Positive,60.00,Registered
545315,DOT,Dotcom Postage,1,2011-04-13,75.58,,United Kingdom,Charge,Positive,75.58,Guest/Unknown
545316,DOT,Dotcom Postage,1,2011-04-13,36.08,,United Kingdom,Charge,Positive,36.08,Guest/Unknown
545317,DOT,Dotcom Postage,1,2011-04-13,148.67,,United Kingdom,Charge,Positive,148.67,Guest/Unknown
545323,POST,Postage,1,2011-04-13,40.00,12352.00,Norway,Charge,Positive,40.00,Registered
545333,DOT,Dotcom Postage,1,2011-04-13,155.31,,United Kingdom,Charge,Positive,155.31,Guest/Unknown
545464,DOT,Dotcom Postage,1,2011-04-14,201.64,,United Kingdom,Charge,Positive,201.64,Guest/Unknown
545515,POST,Postage,3,2011-04-14,18.00,12727.00,France,Charge,Positive,54.00,Registered
545517,POST,Postage,1,2011-04-14,18.00,12727.00,France,Charge,Positive,18.00,Registered
545533,POST,Postage,2,2011-04-14,18.00,12524.00,Germany,Charge,Positive,36.00,Registered
545536,POST,Postage,3,2011-04-14,15.00,12417.00,Belgium,Charge,Positive,45.00,Registered
545557,POST,Postage,1,2011-04-14,18.00,12500.00,Germany,Charge,Positive,18.00,Registered
545568,DOT,Dotcom Postage,1,2011-04-15,226.19,,United Kingdom,Charge,Positive,226.19,Guest/Unknown
545570,POST,Postage,1,2011-04-15,40.00,12817.00,Austria,Charge,Positive,40.00,Registered
545583,POST,Postage,2,2011-04-15,18.00,12553.00,France,Charge,Positive,36.00,Registered
545585,POST,Postage,1,2011-04-15,28.00,12541.00,Spain,Charge,Positive,28.00,Registered
545634,C2,Carriage,1,2011-04-15,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
545647,POST,Postage,1,2011-04-15,28.00,12547.00,Spain,Charge,Positive,28.00,Registered
545664,POST,Postage,3,2011-04-15,28.00,12584.00,Italy,Charge,Positive,84.00,Registered
545667,DOT,Dotcom Postage,1,2011-04-15,176.48,,United Kingdom,Charge,Positive,176.48,Guest/Unknown
545706,POST,Postage,1,2011-04-17,18.00,12712.00,Germany,Charge,Positive,18.00,Registered
545709,POST,Postage,1,2011-04-17,18.00,12708.00,Germany,Charge,Positive,18.00,Registered
545714,DOT,Dotcom Postage,1,2011-04-18,130.58,,United Kingdom,Charge,Positive,130.58,Guest/Unknown
545715,DOT,Dotcom Postage,1,2011-04-18,180.92,,United Kingdom,Charge,Positive,180.92,Guest/Unknown
545716,DOT,Dotcom Postage,1,2011-04-18,192.29,,United Kingdom,Charge,Positive,192.29,Guest/Unknown
545717,DOT,Dotcom Postage,1,2011-04-18,147.13,,United Kingdom,Charge,Positive,147.13,Guest/Unknown
545854,C2,Carriage,1,2011-04-18,50.00,14817.00,United Kingdom,Charge,Positive,50.00,Registered
545895,DOT,Dotcom Postage,1,2011-04-18,249.02,,United Kingdom,Charge,Positive,249.02,Guest/Unknown
545897,DOT,Dotcom Postage,1,2011-04-18,218.64,,United Kingdom,Charge,Positive,218.64,Guest/Unknown
545916,POST,Postage,2,2011-04-18,18.00,12528.00,Germany,Charge,Positive,36.00,Registered
545933,C2,Carriage,1,2011-04-18,50.00,13908.00,United Kingdom,Charge,Positive,50.00,Registered
545988,POST,Postage,1,2011-04-18,18.00,12662.00,Germany,Charge,Positive,18.00,Registered
545994,POST,Postage,2,2011-04-18,18.00,12623.00,Germany,Charge,Positive,36.00,Registered
546007,DOT,Dotcom Postage,1,2011-04-18,146.10,,United Kingdom,Charge,Positive,146.10,Guest/Unknown
546008,DOT,Dotcom Postage,1,2011-04-19,187.89,,United Kingdom,Charge,Positive,187.89,Guest/Unknown
546027,POST,Postage,2,2011-04-19,15.00,12759.00,Netherlands,Charge,Positive,30.00,Registered
546134,POST,Postage,2,2011-04-19,40.00,13493.00,Switzerland,Charge,Positive,80.00,Registered
546136,DOT,Dotcom Postage,1,2011-04-19,199.33,,United Kingdom,Charge,Positive,199.33,Guest/Unknown
546172,C2,Carriage,1,2011-04-19,50.00,14156.00,EIRE,Charge,Positive,50.00,Registered
546303,POST,Postage,1,2011-04-20,8.62,,United Kingdom,Charge,Positive,8.62,Guest/Unknown
546306,DOT,Dotcom Postage,1,2011-04-20,147.03,,United Kingdom,Charge,Positive,147.03,Guest/Unknown
546365,POST,Postage,5,2011-04-20,18.00,12520.00,Germany,Charge,Positive,90.00,Registered
546373,POST,Postage,2,2011-04-21,18.00,12583.00,France,Charge,Positive,36.00,Registered
546406,DOT,Dotcom Postage,1,2011-04-21,201.37,,United Kingdom,Charge,Positive,201.37,Guest/Unknown
546428,POST,Postage,2,2011-04-21,18.00,12681.00,France,Charge,Positive,36.00,Registered
546433,POST,Postage,1,2011-04-21,15.00,12778.00,Netherlands,Charge,Positive,15.00,Registered
546434,POST,Postage,4,2011-04-21,18.00,12383.00,Belgium,Charge,Positive,72.00,Registered
546479,POST,Postage,3,2011-04-21,18.00,12682.00,France,Charge,Positive,54.00,Registered
546509,C2,Carriage,1,2011-04-21,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
546541,C2,Carriage,1,2011-04-26,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
546649,DOT,Dotcom Postage,1,2011-04-26,133.13,,United Kingdom,Charge,Positive,133.13,Guest/Unknown
546650,DOT,Dotcom Postage,1,2011-04-26,111.79,,United Kingdom,Charge,Positive,111.79,Guest/Unknown
546651,DOT,Dotcom Postage,1,2011-04-26,112.67,,United Kingdom,Charge,Positive,112.67,Guest/Unknown
546652,DOT,Dotcom Postage,1,2011-04-26,167.58,,United Kingdom,Charge,Positive,167.58,Guest/Unknown
546653,DOT,Dotcom Postage,1,2011-04-26,155.46,,United Kingdom,Charge,Positive,155.46,Guest/Unknown
546654,DOT,Dotcom Postage,1,2011-04-26,125.96,,United Kingdom,Charge,Positive,125.96,Guest/Unknown
546655,DOT,Dotcom Postage,1,2011-04-26,122.58,,United Kingdom,Charge,Positive,122.58,Guest/Unknown
546656,DOT,Dotcom Postage,1,2011-04-26,172.54,,United Kingdom,Charge,Positive,172.54,Guest/Unknown
546678,POST,Postage,3,2011-04-26,18.00,12681.00,France,Charge,Positive,54.00,Registered
546737,C2,Carriage,1,2011-04-27,50.00,13358.00,United Kingdom,Charge,Positive,50.00,Registered
546755,POST,Postage,5,2011-04-27,28.00,12502.00,Spain,Charge,Positive,140.00,Registered
546759,POST,Postage,2,2011-04-27,18.00,12712.00,Germany,Charge,Positive,36.00,Registered
546760,POST,Postage,3,2011-04-27,28.00,12597.00,Spain,Charge,Positive,84.00,Registered
546765,POST,Postage,1,2011-04-27,18.00,12437.00,France,Charge,Positive,18.00,Registered
546843,POST,Postage,2,2011-04-27,18.00,12472.00,Germany,Charge,Positive,36.00,Registered
546851,POST,Postage,7,2011-04-27,18.00,12480.00,Germany,Charge,Positive,126.00,Registered
546861,C2,Carriage,1,2011-04-27,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
546884,DOT,Dotcom Postage,1,2011-04-28,303.00,,United Kingdom,Charge,Positive,303.00,Guest/Unknown
546888,DOT,Dotcom Postage,1,2011-04-28,237.89,,United Kingdom,Charge,Positive,237.89,Guest/Unknown
546891,DOT,Dotcom Postage,1,2011-04-28,227.30,,United Kingdom,Charge,Positive,227.30,Guest/Unknown
546892,DOT,Dotcom Postage,1,2011-04-28,192.44,,United Kingdom,Charge,Positive,192.44,Guest/Unknown
546896,DOT,Dotcom Postage,1,2011-04-28,255.04,,United Kingdom,Charge,Positive,255.04,Guest/Unknown
546919,POST,Postage,1,2011-05-13,18.00,12500.00,Germany,Charge,Positive,18.00,Registered
546920,POST,Postage,8,2011-05-13,18.00,12471.00,Germany,Charge,Positive,144.00,Registered
546925,POST,Postage,3,2011-05-13,18.00,12647.00,Germany,Charge,Positive,54.00,Registered
546973,DOT,Dotcom Postage,1,2011-05-13,122.50,,United Kingdom,Charge,Positive,122.50,Guest/Unknown
546974,DOT,Dotcom Postage,1,2011-05-13,131.46,,United Kingdom,Charge,Positive,131.46,Guest/Unknown
546976,DOT,Dotcom Postage,1,2011-05-13,184.96,,United Kingdom,Charge,Positive,184.96,Guest/Unknown
546977,DOT,Dotcom Postage,1,2011-05-13,218.08,,United Kingdom,Charge,Positive,218.08,Guest/Unknown
547005,POST,Postage,4,2011-05-15,18.00,12474.00,Germany,Charge,Positive,72.00,Registered
547042,DOT,Dotcom Postage,1,2011-05-15,279.84,,United Kingdom,Charge,Positive,279.84,Guest/Unknown
547048,C2,Carriage,1,2011-05-15,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
547061,POST,Postage,1,2011-05-15,15.00,12407.00,Belgium,Charge,Positive,15.00,Registered
547071,POST,Postage,2,2011-05-16,18.00,12693.00,Germany,Charge,Positive,36.00,Registered
547085,POST,Postage,1,2011-05-16,18.00,12600.00,Germany,Charge,Positive,18.00,Registered
547086,POST,Postage,3,2011-05-16,40.00,12428.00,Finland,Charge,Positive,120.00,Registered
547087,POST,Postage,1,2011-05-16,18.00,12726.00,France,Charge,Positive,18.00,Registered
547109,POST,Postage,2,2011-05-16,15.00,12423.00,Belgium,Charge,Positive,30.00,Registered
547248,DOT,Dotcom Postage,1,2011-05-17,197.33,,United Kingdom,Charge,Positive,197.33,Guest/Unknown
547249,DOT,Dotcom Postage,1,2011-05-17,192.43,,United Kingdom,Charge,Positive,192.43,Guest/Unknown
547250,DOT,Dotcom Postage,1,2011-05-17,253.24,,United Kingdom,Charge,Positive,253.24,Guest/Unknown
547327,POST,Postage,3,2011-05-17,18.00,12681.00,France,Charge,Positive,54.00,Registered
547365,POST,Postage,1,2011-05-17,15.00,12775.00,Netherlands,Charge,Positive,15.00,Registered
547379,POST,Postage,6,2011-05-17,18.00,12720.00,Germany,Charge,Positive,108.00,Registered
547383,POST,Postage,3,2011-05-18,18.00,12613.00,Germany,Charge,Positive,54.00,Registered
547384,POST,Postage,1,2011-05-18,18.00,12613.00,Germany,Charge,Positive,18.00,Registered
547385,DOT,Dotcom Postage,1,2011-05-18,110.60,,United Kingdom,Charge,Positive,110.60,Guest/Unknown
547386,DOT,Dotcom Postage,1,2011-05-18,131.22,,United Kingdom,Charge,Positive,131.22,Guest/Unknown
547390,POST,Postage,1,2011-05-18,40.00,12352.00,Norway,Charge,Positive,40.00,Registered
547397,DOT,Dotcom Postage,1,2011-05-18,146.29,,United Kingdom,Charge,Positive,146.29,Guest/Unknown
547398,DOT,Dotcom Postage,1,2011-05-18,141.42,,United Kingdom,Charge,Positive,141.42,Guest/Unknown
547399,DOT,Dotcom Postage,1,2011-05-18,155.25,,United Kingdom,Charge,Positive,155.25,Guest/Unknown
547400,DOT,Dotcom Postage,1,2011-05-18,116.67,,United Kingdom,Charge,Positive,116.67,Guest/Unknown
547412,POST,Postage,1,2011-05-18,15.00,12399.00,Belgium,Charge,Positive,15.00,Registered
547444,POST,Postage,1,2011-05-18,1.00,12811.00,Portugal,Charge,Positive,1.00,Registered
547492,POST,Postage,1,2011-05-18,18.00,12604.00,France,Charge,Positive,18.00,Registered
547493,POST,Postage,9,2011-05-18,40.00,12818.00,Austria,Charge,Positive,360.00,Registered
547504,POST,Postage,8,2011-05-19,18.00,12683.00,France,Charge,Positive,144.00,Registered
547517,POST,Postage,3,2011-05-19,15.00,12395.00,Belgium,Charge,Positive,45.00,Registered
547520,POST,Postage,3,2011-05-19,18.00,12564.00,France,Charge,Positive,54.00,Registered
547547,DOT,Dotcom Postage,1,2011-05-19,115.42,,United Kingdom,Charge,Positive,115.42,Guest/Unknown
547551,DOT,Dotcom Postage,1,2011-05-19,128.25,,United Kingdom,Charge,Positive,128.25,Guest/Unknown
547552,DOT,Dotcom Postage,1,2011-05-19,169.29,,United Kingdom,Charge,Positive,169.29,Guest/Unknown
547566,POST,Postage,1,2011-05-19,27.00,12811.00,Portugal,Charge,Positive,27.00,Registered
547571,C2,Carriage,1,2011-05-19,50.00,16265.00,United Kingdom,Charge,Positive,50.00,Registered
547645,POST,Postage,1,2011-05-19,40.00,12676.00,Sweden,Charge,Positive,40.00,Registered
547684,POST,Postage,5,2011-05-20,15.00,12408.00,Belgium,Charge,Positive,75.00,Registered
547702,C2,Carriage,1,2011-05-20,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
547703,POST,Postage,8,2011-05-20,28.00,12540.00,Spain,Charge,Positive,224.00,Registered
547715,POST,Postage,2,2011-05-20,18.00,12520.00,Germany,Charge,Positive,36.00,Registered
547722,POST,Postage,3,2011-05-20,18.00,12553.00,France,Charge,Positive,54.00,Registered
547788,DOT,Dotcom Postage,1,2011-05-20,175.28,,United Kingdom,Charge,Positive,175.28,Guest/Unknown
547790,POST,Postage,3,2011-05-20,28.00,12545.00,Spain,Charge,Positive,84.00,Registered
547796,POST,Postage,9,2011-05-22,15.00,14646.00,Netherlands,Charge,Positive,135.00,Registered
547815,POST,Postage,1,2011-05-22,40.00,13520.00,Switzerland,Charge,Positive,40.00,Registered
547821,POST,Postage,4,2011-05-22,18.00,12621.00,Germany,Charge,Positive,72.00,Registered
547822,POST,Postage,16,2011-05-22,18.00,12668.00,Germany,Charge,Positive,288.00,Registered
547825,POST,Postage,1,2011-05-22,15.00,12778.00,Netherlands,Charge,Positive,15.00,Registered
547830,DOT,Dotcom Postage,1,2011-05-22,220.71,,United Kingdom,Charge,Positive,220.71,Guest/Unknown
547863,POST,Postage,2,2011-05-22,18.00,12728.00,France,Charge,Positive,36.00,Registered
547882,C2,Carriage,1,2011-05-22,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
547888,C2,Carriage,1,2011-05-22,50.00,13368.00,United Kingdom,Charge,Positive,50.00,Registered
547892,POST,Postage,6,2011-05-23,18.00,12669.00,France,Charge,Positive,108.00,Registered
547897,POST,Postage,2,2011-05-23,28.00,12792.00,Portugal,Charge,Positive,56.00,Registered
547914,POST,Postage,1,2011-05-23,18.00,12594.00,Italy,Charge,Positive,18.00,Registered
547925,POST,Postage,4,2011-05-23,18.00,12481.00,Germany,Charge,Positive,72.00,Registered
547931,POST,Postage,1,2011-05-23,28.00,12594.00,Italy,Charge,Positive,28.00,Registered
547934,POST,Postage,1,2011-05-23,18.00,12474.00,Germany,Charge,Positive,18.00,Registered
547941,POST,Postage,1,2011-05-23,150.00,16692.00,United Kingdom,Charge,Positive,150.00,Registered
547964,DOT,Dotcom Postage,1,2011-05-23,184.60,,United Kingdom,Charge,Positive,184.60,Guest/Unknown
547966,DOT,,1000,2011-05-23,0.00,,United Kingdom,Charge,Positive,0.00,Guest/Unknown
547967,DOT,Dotcom Postage,1,2011-05-23,229.79,,United Kingdom,Charge,Positive,229.79,Guest/Unknown
547993,C2,Carriage,1,2011-05-23,50.00,,EIRE,Charge,Positive,50.00,Guest/Unknown
548163,DOT,Dotcom Postage,1,2011-05-24,231.79,,United Kingdom,Charge,Positive,231.79,Guest/Unknown
548164,DOT,Dotcom Postage,1,2011-05-24,173.42,,United Kingdom,Charge,Positive,173.42,Guest/Unknown
548165,DOT,Dotcom Postage,1,2011-05-24,142.83,,United Kingdom,Charge,Positive,142.83,Guest/Unknown
548166,DOT,Dotcom Postage,1,2011-05-24,180.17,,United Kingdom,Charge,Positive,180.17,Guest/Unknown
548167,DOT,Dotcom Postage,1,2011-05-24,181.88,,United Kingdom,Charge,Positive,181.88,Guest/Unknown
548168,DOT,Dotcom Postage,1,2011-05-24,144.75,,United Kingdom,Charge,Positive,144.75,Guest/Unknown
548191,DOT,Dotcom Postage,1,2011-05-24,23.53,,United Kingdom,Charge,Positive,23.53,Guest/Unknown
548194,DOT,Dotcom Postage,1,2011-05-24,226.92,,United Kingdom,Charge,Positive,226.92,Guest/Unknown
548212,POST,Postage,4,2011-05-25,40.00,12456.00,Switzerland,Charge,Positive,160.00,Registered
548219,POST,Postage,1,2011-05-25,3.95,,United Kingdom,Charge,Positive,3.95,Guest/Unknown
548320,POST,Postage,2,2011-05-25,18.00,12709.00,Germany,Charge,Positive,36.00,Registered
548363,POST,Postage,10,2011-05-25,40.00,12428.00,Finland,Charge,Positive,400.00,Registered
548373,DOT,Dotcom Postage,1,2011-05-26,299.76,,United Kingdom,Charge,Positive,299.76,Guest/Unknown
548412,POST,Postage,1,2011-05-26,18.00,12601.00,Germany,Charge,Positive,18.00,Registered
548449,C2,Carriage,1,2011-05-26,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
548470,POST,Postage,2,2011-05-26,28.00,12782.00,Portugal,Charge,Positive,56.00,Registered
548504,DOT,Dotcom Postage,1,2011-05-27,274.75,,United Kingdom,Charge,Positive,274.75,Guest/Unknown
548505,DOT,Dotcom Postage,1,2011-05-27,236.88,,United Kingdom,Charge,Positive,236.88,Guest/Unknown
548514,DOT,Dotcom Postage,1,2011-05-27,282.88,,United Kingdom,Charge,Positive,282.88,Guest/Unknown
548516,DOT,Dotcom Postage,1,2011-05-27,197.30,,United Kingdom,Charge,Positive,197.30,Guest/Unknown
548522,DOT,Dotcom Postage,1,2011-05-27,290.59,,United Kingdom,Charge,Positive,290.59,Guest/Unknown
548654,POST,Postage,7,2011-05-31,18.00,12569.00,Germany,Charge,Positive,126.00,Registered
548661,POST,Postage,1,2011-05-31,350.00,12415.00,Australia,Charge,Positive,350.00,Registered
548663,DOT,Dotcom Postage,1,2011-05-31,244.46,,United Kingdom,Charge,Positive,244.46,Guest/Unknown
548725,POST,Postage,1,2011-05-31,134.00,12678.00,France,Charge,Positive,134.00,Registered
548737,POST,Postage,4,2011-06-13,18.00,12682.00,France,Charge,Positive,72.00,Registered
548745,POST,Postage,3,2011-06-13,18.00,12471.00,Germany,Charge,Positive,54.00,Registered
548858,C2,Carriage,1,2011-06-13,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
548893,DOT,Dotcom Postage,1,2011-06-13,336.52,,United Kingdom,Charge,Positive,336.52,Guest/Unknown
548894,DOT,Dotcom Postage,1,2011-06-14,278.92,,United Kingdom,Charge,Positive,278.92,Guest/Unknown
548955,POST,Postage,1,2011-06-14,40.00,12348.00,Finland,Charge,Positive,40.00,Registered
549023,DOT,Dotcom Postage,1,2011-06-14,185.28,,United Kingdom,Charge,Positive,185.28,Guest/Unknown
549155,DOT,Dotcom Postage,1,2011-06-15,187.21,,United Kingdom,Charge,Positive,187.21,Guest/Unknown
549193,POST,Postage,2,2011-06-15,18.00,12580.00,Germany,Charge,Positive,36.00,Registered
549242,C2,Carriage,1,2011-06-15,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
549249,POST,Postage,2,2011-06-15,15.00,12423.00,Belgium,Charge,Positive,30.00,Registered
549274,POST,Postage,3,2011-06-16,18.00,12721.00,France,Charge,Positive,54.00,Registered
549295,DOT,Dotcom Postage,1,2011-06-16,252.57,,United Kingdom,Charge,Positive,252.57,Guest/Unknown
549325,POST,Postage,2,2011-06-16,50.00,12717.00,Greece,Charge,Positive,100.00,Registered
549434,POST,Postage,4,2011-06-16,18.00,12647.00,Germany,Charge,Positive,72.00,Registered
549524,DOT,Dotcom Postage,1,2011-06-17,183.20,,United Kingdom,Charge,Positive,183.20,Guest/Unknown
549525,DOT,Dotcom Postage,1,2011-06-17,134.66,,United Kingdom,Charge,Positive,134.66,Guest/Unknown
549559,POST,Postage,3,2011-06-19,15.00,12447.00,Belgium,Charge,Positive,45.00,Registered
549588,POST,Postage,3,2011-06-19,40.00,12428.00,Finland,Charge,Positive,120.00,Registered
549680,POST,Postage,2,2011-06-20,18.00,12701.00,Germany,Charge,Positive,36.00,Registered
549682,POST,Postage,2,2011-06-20,28.00,12596.00,Spain,Charge,Positive,56.00,Registered
549689,POST,Postage,1,2011-06-20,4.95,15971.00,United Kingdom,Charge,Positive,4.95,Registered
549721,C2,Carriage,1,2011-06-20,50.00,14911.00,EIRE,Charge,Positive,50.00,Registered
549825,POST,Postage,2,2011-06-20,18.00,12463.00,Belgium,Charge,Positive,36.00,Registered
549914,C2,Carriage,1,2011-06-20,50.00,14931.00,Channel Islands,Charge,Positive,50.00,Registered
550002,POST,Postage,1,2011-06-21,18.00,12709.00,Germany,Charge,Positive,18.00,Registered
550004,POST,Postage,4,2011-06-21,18.00,12569.00,Germany,Charge,Positive,72.00,Registered
550145,POST,Postage,3,2011-06-22,18.00,12637.00,France,Charge,Positive,54.00,Registered
550162,POST,Postage,2,2011-06-22,18.00,12569.00,Germany,Charge,Positive,36.00,Registered
550178,POST,Postage,2,2011-06-22,18.00,12662.00,Germany,Charge,Positive,36.00,Registered
550187,POST,Postage,2,2011-06-22,18.00,13811.00,Germany,Charge,Positive,36.00,Registered
550188,POST,Postage,3,2011-06-22,40.00,12457.00,Switzerland,Charge,Positive,120.00,Registered
550192,POST,Postage,3,2011-06-22,40.00,12582.00,Finland,Charge,Positive,120.00,Registered
550203,DOT,Dotcom Postage,1,2011-06-23,77.96,,United Kingdom,Charge,Positive,77.96,Guest/Unknown
550204,DOT,Dotcom Postage,1,2011-06-23,74.75,,United Kingdom,Charge,Positive,74.75,Guest/Unknown
550205,DOT,Dotcom Postage,1,2011-06-23,137.08,,United Kingdom,Charge,Positive,137.08,Guest/Unknown
550206,DOT,Dotcom Postage,1,2011-06-23,155.33,,United Kingdom,Charge,Positive,155.33,Guest/Unknown
550207,DOT,Dotcom Postage,1,2011-06-23,145.46,,United Kingdom,Charge,Positive,145.46,Guest/Unknown
550208,DOT,Dotcom Postage,1,2011-06-23,210.42,,United Kingdom,Charge,Positive,210.42,Guest/Unknown
550209,DOT,Dotcom Postage,1,2011-06-23,164.33,,United Kingdom,Charge,Positive,164.33,Guest/Unknown
550210,DOT,Dotcom Postage,1,2011-06-23,202.42,,United Kingdom,Charge,Positive,202.42,Guest/Unknown
550211,DOT,Dotcom Postage,1,2011-06-23,110.92,,United Kingdom,Charge,Positive,110.92,Guest/Unknown
550212,DOT,Dotcom Postage,1,2011-06-23,106.04,,United Kingdom,Charge,Positive,106.04,Guest/Unknown
550213,DOT,Dotcom Postage,1,2011-06-23,105.21,,United Kingdom,Charge,Positive,105.21,Guest/Unknown
550214,DOT,Dotcom Postage,1,2011-06-23,175.13,,United Kingdom,Charge,Positive,175.13,Guest/Unknown
550215,DOT,Dotcom Postage,1,2011-06-23,213.08,,United Kingdom,Charge,Positive,213.08,Guest/Unknown
550277,POST,Postage,3,2011-06-23,40.00,12639.00,Sweden,Charge,Positive,120.00,Registered
550281,POST,Postage,1,2011-06-23,40.00,12457.00,Switzerland,Charge,Positive,40.00,Registered
550284,POST,Postage,1,2011-06-23,15.00,12383.00,Belgium,Charge,Positive,15.00,Registered
550302,C2,Carriage,1,2011-06-23,50.00,14156.00,EIRE,Charge,Positive,50.00,Registered
550313,POST,Postage,2,2011-06-23,18.00,12681.00,France,Charge,Positive,36.00,Registered
550440,POST,Postage,2,2011-06-24,15.00,12407.00,Belgium,Charge,Positive,30.00,Registered
550458,DOT,Dotcom Postage,1,2011-06-26,156.45,,United Kingdom,Charge,Positive,156.45,Guest/Unknown
550470,DOT,Dotcom Postage,1,2011-06-27,2.29,,United Kingdom,Charge,Positive,2.29,Guest/Unknown
550471,DOT,Dotcom Postage,1,2011-06-27,28.66,,United Kingdom,Charge,Positive,28.66,Guest/Unknown
550474,DOT,Dotcom Postage,1,2011-06-27,46.86,,United Kingdom,Charge,Positive,46.86,Guest/Unknown
550496,DOT,Dotcom Postage,1,2011-06-28,84.21,,United Kingdom,Charge,Positive,84.21,Guest/Unknown
550499,DOT,Dotcom Postage,1,2011-06-28,148.67,,United Kingdom,Charge,Positive,148.67,Guest/Unknown
550500,DOT,Dotcom Postage,1,2011-06-28,222.02,,United Kingdom,Charge,Positive,222.02,Guest/Unknown
550527,POST,Postage,11,2011-06-28,18.00,12476.00,Germany,Charge,Positive,198.00,Registered
550541,DOT,Dotcom Postage,1,2011-06-29,187.10,,United Kingdom,Charge,Positive,187.10,Guest/Unknown
550542,DOT,Dotcom Postage,1,2011-06-29,176.52,,United Kingdom,Charge,Positive,176.52,Guest/Unknown
550617,C2,Carriage,1,2011-06-29,50.00,13376.00,United Kingdom,Charge,Positive,50.00,Registered
550618,C2,Carriage,1,2011-06-29,50.00,14156.00,EIRE,Charge,Positive,50.00,Registered
550620,POST,Postage,6,2011-06-29,18.00,12585.00,Germany,Charge,Positive,108.00,Registered
550625,POST,Postage,2,2011-06-29,18.00,12619.00,Germany,Charge,Positive,36.00,Registered
550636,DOT,Dotcom Postage,1,2011-06-29,149.67,,United Kingdom,Charge,Positive,149.67,Guest/Unknown
550638,DOT,Dotcom Postage,1,2011-06-29,192.67,,United Kingdom,Charge,Positive,192.67,Guest/Unknown
550661,POST,Postage,4,2011-06-30,18.00,12656.00,France,Charge,Positive,72.00,Registered
550665,POST,Postage,2,2011-06-30,18.00,12530.00,Germany,Charge,Positive,36.00,Registered
550827,POST,Postage,3,2011-06-30,18.00,12670.00,France,Charge,Positive,54.00,Registered
550899,POST,Postage,4,2011-07-13,40.00,13505.00,Switzerland,Charge,Positive,160.00,Registered
550924,POST,Postage,1,2011-07-13,40.00,12664.00,Finland,Charge,Positive,40.00,Registered
550946,POST,Postage,1,2011-07-13,18.00,12708.00,Germany,Charge,Positive,18.00,Registered
550953,DOT,Dotcom Postage,1,2011-07-13,283.00,,United Kingdom,Charge,Positive,283.00,Guest/Unknown
